#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution conditionOnRhoSampling="true" id="FBD" spec="beast.evolution.speciation.SABirthDeathModel">
#            <parameter id="FBDorigin" name="origin" spec="beast.core.parameter.RealParameter">50.0</parameter>
#            <parameter id="FBDbirthRate" name="birthRate" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <parameter id="FBDdeathRate" name="deathRate" spec="beast.core.parameter.RealParameter">0.05</parameter>
#            <parameter id="FBDsamplingRate" name="samplingRate" spec="beast.core.parameter.RealParameter">0.01</parameter>
#            <parameter id="FBDremovalProb" lower="0.0" name="removalProbability" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <parameter estimate="false" id="FBDrho" lower="0.0" name="rho" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#            <tree id="Tree.t:Dengue4" spec="beast.evolution.tree.Tree">
#                <trait id="dateTrait.t:Dengue4" spec="beast.evolution.tree.TraitSet" traitname="date" value="D4Brazi82=82,D4ElSal83=83,D4ElSal94=94,D4Indon76=76,D4Indon77=77,D4Mexico84=84,D4NewCal81=81,D4Philip64=64,D4Philip56=56,D4Philip84=84,D4PRico86=86,D4SLanka78=78,D4Tahiti79=79,D4Tahiti85=85,D4Thai63=63,D4Thai78=78,D4Thai84=84">
#                    <taxa id="TaxonSet.Dengue4" spec="beast.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.Dengue4"/>
#            </tree>
#        </distribution>
#        <prior id="FBDbirthRatePrior" name="distribution" x="@FBDbirthRate">
#            <Exponential id="FBDbirthRateExponential" name="distr">
#                <parameter id="RealParameter" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">0.0125</parameter>
#            </Exponential>
#        </prior>
#        <prior id="FBDdeathRatePrior" name="distribution" x="@FBDdeathRate">
#            <Exponential id="FBDdeathRateExponential" name="distr">
#                <parameter id="RealParameter1" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">0.01</parameter>
#            </Exponential>
#        </prior>
#        <prior id="FBDsamplingRatePrior" name="distribution" x="@FBDsamplingRate">
#            <Exponential id="FBDsamplingRateExponential" name="distr">
#                <parameter id="RealParameter2" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">0.0066666</parameter>
#            </Exponential>
#        </prior>
#        <prior id="FBDoriginPrior" name="distribution" x="@FBDorigin">
#            <Exponential id="FBDoriginExponential" name="distr">
#                <parameter id="RealParameter3" lower="0.0" name="mean" spec="beast.core.parameter.RealParameter" upper="0.0">298.935669052568</parameter>
#            </Exponential>
#        </prior>
#        <prior id="FrequenciesPrior.s:Dengue4" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:Dengue4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.1" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:Dengue4" name="distribution">
#            <parameter id="kappa.s:Dengue4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormal.1" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="fastUcldStdevPrior.c:Dengue4" name="distribution">
#            <parameter id="fastUcldStdev.c:Dengue4" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <prior id="fastUcldMeanPrior.c:Dengue4" name="distribution">
#            <parameter id="fastUcldMean.c:Dengue4" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha" spec="beast.core.parameter.RealParameter">0.1</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta" spec="beast.core.parameter.RealParameter">100.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Dengue4" id="treeLikelihood.Dengue4" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Dengue4">
#            <siteModel id="SiteModel.s:Dengue4" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Dengue4" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Dengue4" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Dengue4" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Dengue4" kappa="@kappa.s:Dengue4" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:Dengue4" id="estimatedFreqs.s:Dengue4" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@fastUcldMean.c:Dengue4" id="FastRelaxedClock.c:Dengue4" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Dengue4">
#                <LogNormal S="@fastUcldStdev.c:Dengue4" id="LogNormal.3" meanInRealSpace="true" name="distr">
#                    <parameter id="RealParameter4" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="32" id="rateCategories.c:Dengue4" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	FBD	FBDbirthRate	FBDdeathRate	FBDsamplingRate	FBDorigin	SACountFBD	kappa	fastUcldMean	fastUcldStdev	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ratesStat.mean	ratesStat.variance	ratesStat.coefficientOfVariation
0	-31874.87598118834	-31741.044657762803	-133.83132342553475	-31741.044657762803	38.209734732342994	-123.69243651755014	0.1	0.05	0.01	50.0	0	2.0	1.0	0.1	0.25	0.25	0.25	0.25	1.0137808318374935	0.01112059253906777	0.10724093329567823
1000	-5019.245636474216	-4918.2297357089	-101.01590076531589	-4918.2297357089	38.0	-84.56101336670424	0.0615453041295643	0.0809694770030118	0.04879294418475109	39.868760671607184	6	3.401124446481493	0.025209785301363207	0.9672424290090307	0.25	0.2394700327397025	0.2605299672602975	0.25	0.008821457121227652	1.0303233672986488E-4	0.7569631840548937
2000	-4312.814188932282	-4204.921336644313	-107.89285228796967	-4204.921336644313	38.0	-83.09806310302801	0.09347631057077059	0.09436742722487268	0.06309119444233742	38.89682111785589	5	15.597056588111913	0.018523383263066677	0.998965671318137	0.2525387644903982	0.23715212476854577	0.2579912027698993	0.2523179079711567	0.004869193675906209	9.482122488607221E-5	0.97061418714847
3000	-4220.842212714391	-4105.561512527283	-115.28070018710828	-4105.561512527283	38.0	-98.14651273879554	0.07482146113847123	0.04795568613116352	0.05330350046750569	41.10078125795772	3	17.22685949445848	0.013572777136358299	0.998965671318137	0.2675700950386228	0.22791134520410136	0.25220065178611917	0.2523179079711567	0.0038456591127093544	7.560725088743466E-5	1.10523834338373
4000	-4213.845223930835	-4097.6341336752685	-116.21109025556684	-4097.6341336752685	38.0	-101.9087828677701	0.05397798191270678	0.042033262368572764	0.05002377895471322	39.96150656646916	3	17.22685949445848	0.012468507257827012	0.998965671318137	0.2791856361224602	0.2096824267221615	0.2435999578068938	0.26753197934848444	0.0040361036258787005	1.2034858252262502E-4	1.2925831343073917
5000	-4096.029676504423	-3980.018380813234	-116.01129569118854	-3980.018380813234	38.0	-101.65594086959196	0.07926826939631415	0.06419191155790678	0.030884136843348824	56.91251285737228	3	16.491104332330394	0.006871481082224869	0.7633363137110388	0.2748063966347917	0.20773762534762996	0.2435999578068938	0.27385602021068445	0.0035912938418881588	3.920587202490946E-5	1.1831507440313713
6000	-4025.83533504018	-3909.5579369413126	-116.2773980988672	-3909.5579369413126	38.0	-96.36295509382761	0.08265502158654277	0.08352156632295145	0.05152372363012591	41.39656991935753	2	16.491104332330394	0.005758551851705782	0.9116653943982724	0.2748063966347917	0.20773762534762996	0.23998527973719405	0.27747069828038423	0.0027566841527861103	3.829854148869618E-5	1.2588924432014756
7000	-3989.08137052263	-3869.3884359189374	-119.69293460369259	-3869.3884359189374	38.0	-101.53882799737126	0.06190296799478651	0.06848255251120153	0.060191518092395195	41.177084951052585	2	17.710203490625506	0.004303287559278405	0.9796841226560971	0.2939795986969347	0.2186047215029923	0.23839503682600674	0.24902064297406626	0.0021083455413486714	1.9137526310852806E-5	1.1969336820052403
8000	-3980.0566466153805	-3859.5216436992696	-120.53500291611103	-3859.5216436992696	38.0	-105.41968336164683	0.05862142411808842	0.06957150301389083	0.04057104436824085	50.44356588704266	2	17.710203490625506	0.004434058119085817	0.9796841226560971	0.2939795986969347	0.2124094309128796	0.24775168171765688	0.24585928867252885	0.002285397670560959	9.81595147311794E-6	0.9326466355906091
9000	-3982.866782105708	-3863.588179319553	-119.27860278615468	-3863.588179319553	38.0	-101.59262562658432	0.07662842967461775	0.0879337888275808	0.03706485784307809	40.781201992185395	2	17.265772042090955	0.004576104831456842	0.9407674945244053	0.28896034817221217	0.2124094309128796	0.249003976126702	0.24962624478820622	0.002253394758808787	1.026831579218039E-5	0.9103702960318009
10000	-3978.04267133715	-3858.1326244975116	-119.91004683963804	-3858.1326244975116	38.0	-98.15199034430889	0.07234882928760326	0.09628064228338877	0.060189391627687217	45.987077419040595	2	17.179644186711748	0.004641329339807289	0.9703786237718224	0.28896034817221217	0.20392717211308964	0.249003976126702	0.2581085035879962	0.0022503779961824256	1.196753413360779E-5	0.9571575750647626
11000	-3986.2384591757677	-3864.456227147357	-121.78223202841073	-3864.456227147357	38.0	-103.19389437742156	0.09583433441878865	0.061890642762909225	0.05141566638009459	44.64386312787152	2	15.631698908990922	0.004002393893294886	0.9856899256640742	0.2838420139152485	0.20392717211308964	0.249003976126702	0.26322683784495987	0.0020434175848608477	6.680095385844813E-6	0.9496897816961981
12000	-3973.947588903452	-3852.3119722076085	-121.6356166958433	-3852.3119722076085	38.0	-104.02043786709915	0.0895589350071869	0.07069993787746759	0.037333833859340075	41.710350209728546	2	22.570774840114755	0.0041116968974756855	0.9611032898814421	0.28638359050123596	0.21004620185142578	0.24391513183079236	0.2596550758165459	0.0018867451032307072	7.317149060580381E-6	0.9921578906644282
13000	-3981.6282643109716	-3859.99913185001	-121.62913246096171	-3859.99913185001	38.0	-102.79076095035433	0.08998244650644813	0.08588443850880724	0.04277574858865395	65.00707016512816	2	13.214609380794675	0.0038699165758980954	0.9611032898814421	0.2952489378635802	0.2147321041713484	0.2378158390040631	0.2522031189610083	0.0022090362039115397	8.40231173651013E-6	0.9581514519956703
14000	-3984.5384572759285	-3860.3246262102957	-124.21383106563303	-3860.3246262102957	38.0	-103.01105436199325	0.0872954534593918	0.13714889972687477	0.027234637862574195	62.59807205483703	2	13.214609380794675	0.003563698952871412	0.9181125673151834	0.28261662395276055	0.22370314503497865	0.22545984102506703	0.2682203899871937	0.0021805943379632478	1.131597961704017E-5	1.1518021424959766
15000	-3982.4908759187524	-3862.7054548537617	-119.78542106499067	-3862.7054548537617	38.0	-99.47533835381134	0.08638948321859131	0.11044253760132802	0.03910525605998939	43.935306235115085	2	16.91856900885133	0.003293482316522318	0.8185721091734617	0.29898586117036074	0.2131279268159818	0.22545984102506703	0.26242637098859034	0.0019715238029994094	6.707347182641395E-6	0.9361887835241345
16000	-3983.2329664982867	-3862.741221044763	-120.49174545352389	-3862.741221044763	38.0	-101.987361204475	0.0789163154012229	0.08862178206217124	0.04324154035195997	56.823146043343016	2	16.91856900885133	0.0039039452816862804	0.8683828626458373	0.29898586117036074	0.20577388104807823	0.2298815667152132	0.26535869106634774	0.002224043916418793	1.8617551923986218E-5	1.0582127687167153
17000	-3983.20566160334	-3863.4977672426685	-119.70789436067162	-3863.4977672426685	38.0	-103.27555203578359	0.09539742022891859	0.07106815687459718	0.0328295362955662	40.64924973644993	2	16.91856900885133	0.003821348729513635	0.8683828626458373	0.2887394971618221	0.22283495300201717	0.23883816087440612	0.2495873889617545	0.0022726142317503963	1.193203674759428E-5	1.0159565810908373
