#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:dna" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:dna" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter">0.5</parameter>
#            <parameter id="BDBirthRate.t:dna" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:dna" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.dna" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:dna" name="distribution" x="@BDBirthRate.t:dna">
#            <LogNormal id="LogNormal.4" meanInRealSpace="true" name="distr">
#                <parameter id="RealParameter" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="0.0">1000.0</parameter>
#                <parameter id="RealParameter1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="0.0">3.0</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="DeathRatePrior.t:dna" name="distribution" x="@BDDeathRate.t:dna">
#            <Uniform id="Uniform.5" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="fastUcldStdevPrior.c:dna" name="distribution">
#            <parameter id="fastUcldStdev.c:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.2</parameter>
#            <Gamma id="Gamma.10" name="distr">
#                <parameter estimate="false" id="RealParameter.47" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.48" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <prior id="FrequenciesPrior.s:dna" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:dna" name="distribution">
#            <parameter id="kappa.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@dna" id="treeLikelihood.dna" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:dna">
#            <siteModel id="SiteModel.s:dna" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:dna" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:dna" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:dna" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:dna" kappa="@kappa.s:dna" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:dna" id="estimatedFreqs.s:dna" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="FastRelaxedClock.c:dna" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:dna">
#                <LogNormal S="@fastUcldStdev.c:dna" id="FastLogNormalDistributionModel.c:dna" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter3" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="18" id="rateCategories.c:dna" lower="0" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter id="fastUcldMean.c:dna" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	fastUcldMean	fastUcldStdev	BirthDeath	BDBirthRate	BDDeathRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ratesStat.mean	ratesStat.variance	ratesStat.coefficientOfVariation
56000	-5060.986756087493	-5064.834390564734	3.8476344772416313	-5064.834390564734	0.24695271329327023	2.195072857396892	1.0	3.9877086757926283E-4	5.443140398047079	3.2354112376547226	0.16958730217409035	0.2972189497510451	0.2956534282166923	0.12093208694737631	0.28619553508488654	0.9998301902176351	1.4889432346655678E-7	3.8592366571633106E-4
58000	-5062.421941510806	-5062.211832046145	-0.2101094646616386	-5062.211832046145	0.26158750190449076	2.9006320624032336	1.0	0.16976836540212287	5.3545962258215845	5.497575273173557	0.16442593856399354	0.3048837241476574	0.26952624085179877	0.13939449991565755	0.28619553508488654	0.9455643871421993	0.04837864450658185	0.2255893742140063
60000	-5061.174094227237	-5061.659542612947	0.4854483857098342	-5061.659542612947	0.25569201747935594	2.2777477962108126	1.0	0.06747793476867718	4.525253558341539	2.7916701068343013	0.05979948868559195	0.275702353912601	0.2904510349470682	0.13381565207481352	0.3000309590655176	0.9704826836214969	0.004095725384917942	0.06595659930766722
62000	-5059.336480558843	-5060.552292081358	1.2158115225154464	-5060.552292081358	0.24892981618285395	2.4803870457525226	1.0	0.010517627516091376	3.5512140007346167	1.0461315982401251	0.7031881272736559	0.2786023806846313	0.28684202012107163	0.13381565207481352	0.3007399471194839	0.9996138762070025	8.455574537433549E-5	0.009190134506979858
64000	-5062.1075432360185	-5063.120883083038	1.0133398470194717	-5063.120883083038	0.25323585649414293	2.585421626145265	1.0	0.11783656484718828	5.938368453009581	4.3150926083231225	0.10048738308569835	0.2786023806846313	0.28175277254896386	0.13579011496572227	0.3038547318006829	1.024632720084625	0.016812006938327594	0.12649002704324466
66000	-5067.135890892986	-5066.853977174531	-0.2819137184547309	-5066.853977174531	0.2734065968565142	2.7244047505607525	1.0	0.027846637684652363	2.945511912575087	1.567322894115692	0.35772251544868555	0.2924275185187702	0.29365465022695353	0.12522819538316002	0.2886896358711165	0.9923098106497802	4.908887727343064E-4	0.022234505669215695
68000	-5062.929327208727	-5062.016994912034	-0.9123322966932472	-5062.016994912034	0.2567994821993054	2.2663351765483535	1.0	0.016769710929318147	3.508453723593183	9.88522826625201	0.04061235978892894	0.27952517007128314	0.2874246725152502	0.1505756388361598	0.2824745185773071	0.9957685749097664	2.2301732637005413E-4	0.014984499337217993
70000	-5065.577965106431	-5066.663784759722	1.08581965329057	-5066.663784759722	0.2529070734526238	2.4421621052246523	1.0	0.047051672543018244	4.6890484423008605	1.989355341968346	0.4758265545409513	0.32157061420960414	0.26749759505082765	0.13850106042919622	0.27243073031037224	1.0103483360115184	0.002818050622348496	0.05214088424086378
72000	-5068.487070384573	-5066.874979189381	-1.6120911951917056	-5066.874979189381	0.2676394413197348	2.4421621052246523	1.0	0.09028600859764606	3.466517477850733	6.685501880646035	0.32489054882996743	0.28465608176240503	0.31520867023724003	0.1284347690885485	0.2717004789118067	0.9492924369460846	0.005757459688437975	0.07920808719333579
74000	-5058.134101081757	-5058.890055973285	0.7559548915281669	-5058.890055973285	0.2651242973005507	2.4421621052246523	1.0	0.07170463606498918	5.157185802831253	3.768616184789002	0.016481641561180305	0.2729750630820828	0.31491295204998887	0.12873048727579964	0.28338149759212894	0.9943268461003029	0.00573001854402912	0.07535869096204789
76000	-5056.603027224225	-5057.277507571261	0.6744803470354288	-5057.277507571261	0.26650437478958444	2.3834390253379047	1.0	0.10467622999329967	5.571379684625569	5.024338825542853	0.02445388046820813	0.2729750630820828	0.3157606735080135	0.12788276581777497	0.28338149759212894	0.9691571521703705	0.010382063803719444	0.105783584134799
78000	-5055.938297630586	-5059.115649604481	3.177351973895477	-5059.115649604481	0.2583169071212198	2.490579249009538	1.0	5.377511461108094E-4	4.833411837070368	2.5827572660065905	0.5088404185412818	0.2995705181387575	0.28349595970896463	0.14345502523452844	0.2734784969177496	1.0001201371114818	2.3807591374983822E-7	4.879325418056224E-4
80000	-5055.993585628054	-5062.521339416315	6.527753788261435	-5062.521339416315	0.25440066853601334	2.306364569994848	1.0	5.856093924897342E-7	5.0504021942273605	2.838887393429021	0.3575865678018842	0.2841873724688897	0.29887910537883244	0.14345502523452844	0.2734784969177496	0.999999925478529	3.0367159341700863E-13	5.510640610859785E-7
82000	-5062.744657067112	-5063.813629735668	1.068972668556031	-5063.813629735668	0.27175662226286723	2.306364569994848	1.0	0.030371337253521126	4.648964040166912	2.771173974209692	0.5018185633995392	0.2945434021384861	0.29887910537883244	0.130172775714014	0.2764047167686676	0.9905939466804897	0.0013424124437290603	0.03685546732697328
84000	-5062.698155918252	-5063.0768695074	0.3787135891479001	-5063.0768695074	0.26292285711773045	2.6949091444783586	1.0	0.036541343611847216	3.989422155795163	2.132720094252959	0.712948494932396	0.2986283244078699	0.2849625398417853	0.14000441898167737	0.2764047167686676	0.9970558969293557	0.001585465790967326	0.03971861719330038
86000	-5058.896307921522	-5058.47013250652	-0.42617541500235356	-5058.47013250652	0.2712424376099372	2.718264915172233	1.0	0.14592187294684272	4.842203388207758	4.940186335266137	0.1962828724837479	0.2986283244078699	0.2849625398417853	0.14000441898167737	0.2764047167686676	1.0082057687505654	0.016909773789566315	0.1306470677096897
88000	-5059.7192604975035	-5060.710026968645	0.9907664711416317	-5060.710026968645	0.24658122409423322	2.414327383635665	1.0	0.04865797337100908	4.254959883898062	1.276330804879957	0.7003874889312016	0.2986283244078699	0.2849625398417853	0.14000441898167737	0.2764047167686676	0.9840834768502988	0.0014219641096229693	0.038451891160534685
