#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="prior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="YuleModel.t:ratites" spec="beast.evolution.speciation.YuleModel">
#        <parameter id="BirthRate.t:ratites" name="birthDiffRate">1.0</parameter>
#        <tree id="Tree.t:ratites">
#            <taxonset id="TaxonSet.ratites" spec="beast.evolution.alignment.TaxonSet">
#            </taxonset>
#        </tree>
#    </distribution>
#    <prior id="BirthRatePrior.t:ratites" name="distribution" x="@BirthRate.t:ratites">
#        <LogNormal id="LogNormalDistribution1" meanInRealSpace="true" name="distr">
#            <parameter id="RealParameter" lower="0.0" name="M" upper="0.0">2.0</parameter>
#            <parameter id="RealParameter1" lower="0.0" name="S" upper="0.0">1.0</parameter>
#        </LogNormal>
#    </prior>
#    <prior id="FrequencyPrior.t:ratites" name="distribution">
#        <parameter dimension="4" id="freqParameter.t:ratites" name="x">0.25</parameter>
#        <Dirichlet id="Dirichlet1" name="distr">
#            <parameter dimension="4" id="RealParameter2" lower="0.0" name="alpha" upper="0.0">1.0 1.0 1.0 1.0</parameter>
#        </Dirichlet>
#    </prior>
#    <prior id="KappaPrior.t:ratites" name="distribution">
#        <parameter id="kappa.t:ratites" lower="0.0" name="x">2.0</parameter>
#        <LogNormal id="LogNormalDistribution0" meanInRealSpace="true" name="distr">
#            <parameter id="RealParameter3" lower="0.0" name="M" upper="0.0">1.0</parameter>
#            <parameter id="RealParameter4" lower="0.0" name="S" upper="0.0">1.25</parameter>
#        </LogNormal>
#    </prior>
#    <prior id="RatePrior.t:ratites" name="distribution">
#        <parameter dimension="12" id="rates.c:ratites" lower="0.0" name="x" upper="5.0">1.0</parameter>
#        <LogNormal id="LogNormalDistribution2" meanInRealSpace="true" name="distr">
#            <parameter id="RealParameter5" lower="0.0" name="M" upper="0.0">1.0</parameter>
#            <parameter id="ucldStdev.c:ratites" lower="0.0" name="S">0.2</parameter>
#        </LogNormal>
#    </prior>
#    <prior id="ucldStdevPrior.c:ratites" name="distribution" x="@ucldStdev.c:ratites">
#        <LogNormal id="LogNormalDistribution3" meanInRealSpace="true" name="distr">
#            <parameter id="RealParameter6" lower="0.0" name="M" upper="0.0">0.1</parameter>
#            <parameter id="RealParameter7" lower="0.0" name="S" upper="0.0">0.1</parameter>
#        </LogNormal>
#    </prior>
#</input>
#
Sample	BirthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	Tree.height	Tree.treeLength	rates.1	rates.2	rates.3	rates.4	rates.5	rates.6	rates.7	rates.8	rates.9	rates.10	rates.11	rates.12
44000	2.3571968850837623	0.7582302199782609	0.0	0.25	0.25	0.25	0.11035862823816006	0.99665464352669	0.002385257482665107	0.04953750905724819	0.1571454749534814	0.5249427868372067	0.8308164021189368	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
45000	2.7200046519298824	0.572008087995463	0.0	0.25	0.25	0.25	0.09822707858873338	0.9784748741885273	8.435308901935026E-4	0.02928916851087563	0.49745039701033134	2.2826039085702163	0.899390007045413	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
46000	0.4786261782925286	2.988514661290711	0.0	0.25	0.25	0.25	0.07839063188339199	0.9911735210162519	0.0012676791521894306	0.03597422995739946	2.9201788432498077	11.72752352908989	0.8766624557311393	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
47000	1.7083922607550226	0.6257433209385966	0.0	0.25	0.25	0.25	0.09536084769592615	1.0002723479912565	1.7309013057155136E-4	0.013106594477162378	0.5943305127989145	2.0095598830459998	1.045575010333061	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
48000	1.3133043575865924	0.4221918147384956	0.0	0.25	0.25	0.25	0.09655284937338597	0.9983171713074079	3.887684345936626E-4	0.01983008185600614	0.9059687539155894	3.99519457365255	0.9316975753349565	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
49000	13.331487211479697	0.36057109604294446	0.0	0.25	0.25	0.25	0.09825444295886133	1.0184151347745278	5.991583318163588E-4	0.024305962399879994	0.14011700091391632	0.4235721118747635	1.0847932779281253	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
50000	3.1511613945166888	10.998471156640326	0.0	0.25	0.25	0.25	0.09988445290809753	0.9808131543049097	0.0030322203823773043	0.05595506635221147	0.6802285563859662	2.0283458489339083	0.8092471636160352	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
51000	0.6319517037197047	0.6117860086855074	0.0	0.25	0.25	0.25	0.11022052435596319	1.0114678803487527	0.0041658073078806555	0.0633624968730771	4.426024362572612	18.59876505968607	1.2235837375449472	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
52000	1.8493690939865495	0.08156252857159742	0.0	0.25	0.25	0.25	0.10998410208507488	1.0065565248290995	6.050567245256089E-4	0.024424467499729544	0.7894051389880404	2.9124942719299787	1.0852096279437207	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
53000	2.5681143095415435	0.8557004038876126	0.0	0.25	0.25	0.25	0.08468163060910217	1.0013775125436255	4.676019219440615E-5	0.006824670540841175	0.3377352032344858	1.3887434507252798	1.0236880203126575	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
54000	1.0931710909588792	0.5811261228775598	0.0	0.25	0.25	0.25	0.0914207350687755	1.0027805947382653	0.002665727913802743	0.05087245936076382	1.0707146449128864	4.892256926351536	1.1788539487001417	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
55000	0.682812826591201	0.22484312070108695	0.0	0.25	0.25	0.25	0.10022354543761931	1.0050628908747654	0.0016595434020935352	0.040263993217524406	2.7870969328911825	11.944013861825038	1.1411188181112726	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
56000	0.6927350017500837	0.056849244261935286	0.0	0.25	0.25	0.25	0.07992201175497404	1.0009295303642411	5.824415136760949E-6	0.0024117023161566342	1.6041738200582556	5.919432865950436	1.0083602022488174	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
57000	1.3424364590836948	1.5016451239131128	0.0	0.25	0.25	0.25	0.11042891082737101	0.983263821941884	5.338107916315624E-4	0.023259478312603655	1.1055455641031084	5.286943342583726	0.9199641986384921	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
58000	1.2565033316954841	0.23019255936243382	0.0	0.25	0.25	0.25	0.09941267520114748	1.0029931622038153	7.583458939162773E-4	0.027320891749982236	1.0905391110326037	4.878211738651663	1.0953947101625416	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
59000	4.504980195334796	0.694317958851447	0.0	0.25	0.25	0.25	0.09762750690128795	1.0004111111796694	9.6950785538975E-5	0.009818451043571314	0.6829886535730445	2.0894869218798178	1.0341087881119764	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
60000	0.5410192701799695	0.386011668740123	0.0	0.25	0.25	0.25	0.09884082644276336	0.9918300298798945	3.1887303973370326E-4	0.017949544227142938	4.915199435380398	16.50011714639012	0.9381414801599292	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
61000	4.133386484920539	1.1903966119431688	0.0	0.25	0.25	0.25	0.09640353532953445	1.0010737400110377	0.002730190628006606	0.051474799278478825	0.24331931451821162	0.8694824580186087	1.1810035566945558	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
62000	1.0083604754603537	0.24190893953176293	0.0	0.25	0.25	0.25	0.10100488594099297	0.9871444547766882	0.006525934012197753	0.08271210931711666	1.8554158295191188	8.047107618639167	0.7201586018002821	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
63000	2.777644420698556	0.19761297038312978	0.0	0.25	0.25	0.25	0.10147657436659994	1.0152036514459593	4.2830876249044147E-4	0.020572714019184885	0.6647111156599413	2.581209092945026	1.0716917369707646	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
64000	2.2871216346744907	0.5003091374946287	0.0	0.25	0.25	0.25	0.09446490886228158	1.0039606372000995	1.803445822915859E-4	0.013377383597069468	0.6265235775998409	2.546450978854865	1.0465202642672957	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
65000	0.8957839959362883	0.7813885258459345	0.0	0.25	0.25	0.25	0.1022468636741566	1.0003353889802007	6.345052547790134E-4	0.025007544136272073	1.5350570300313848	5.844947058513243	1.0872585987587937	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
66000	0.2160968786744828	0.2701518791509257	0.0	0.25	0.25	0.25	0.10667035641288594	1.0034343596058253	7.142915099205795E-5	0.008431007199851103	3.565430474812821	17.345726429148353	1.0292771209633853	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
67000	0.39171084456051314	0.34611142324240934	0.0	0.25	0.25	0.25	0.0977733201353859	1.005019436578228	0.0033763057938574754	0.0571474109888422	10.187772330375479	25.661435522657687	1.2012850454611312	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
68000	1.7214208160596358	0.24046241509103583	0.0	0.25	0.25	0.25	0.08780401452870727	0.9939738931568661	0.001550215503868186	0.03982542967923894	1.241955703157529	3.941808950673006	0.8636087024534987	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
69000	1.132900849029103	0.6691558262895656	0.0	0.25	0.25	0.25	0.11334479240884537	0.9856362834589613	0.00491558598059455	0.0715595605869153	1.5656880484037865	5.372848438697715	0.7571275401221156	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
70000	0.3080435865504143	0.20867505657241123	0.0	0.25	0.25	0.25	0.1060601466069523	1.0147453191388853	9.917436732341087E-4	0.031208249518651966	1.6187831473065475	7.492042957047477	1.1090913565724128	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
71000	1.4962723512724911	0.3181381665338124	0.0	0.25	0.25	0.25	0.10416219645594135	1.0041864633286188	3.5312346478892225E-4	0.018690191656342746	0.782034594879609	3.244605429385385	1.065095941328681	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
72000	4.435945012162428	2.4343857028556317	0.0	0.25	0.25	0.25	0.1066129367356094	1.01542899217546	0.0011448707180455875	0.03350863947469364	0.3676459814687271	1.8544832202260297	1.1172111283818522	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
73000	0.9834149961442469	0.6618737235181444	0.0	0.25	0.25	0.25	0.10440368643062435	0.9988875451565069	1.366594182182797E-5	0.0037006966973030095	1.4735810143100578	6.594116087721467	0.9871940911348731	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
74000	2.106955753835188	0.23817800533358208	0.0	0.25	0.25	0.25	0.08810512171952659	1.0080915231026775	1.5646520960501715E-4	0.012463600316613322	0.8305340837474828	3.8330809731252384	1.0433310802457105	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
75000	0.15405191378461316	0.35846652985043	0.0	0.25	0.25	0.25	0.10882145552606098	0.9991343963815676	9.124155360884491E-5	0.009578456469927398	6.96313991246376	24.061508108658785	0.9669107473141786	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
76000	1.0824962251329027	3.1859188754903554	0.0	0.25	0.25	0.25	0.08922425631733513	1.0017695037127439	2.4396778957040202E-4	0.015549356981087684	1.138974934141115	3.4930197806413044	1.0541074253207896	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
77000	0.80078175938882	0.5982043179712869	0.0	0.25	0.25	0.25	0.12374613227737846	1.0010939593213999	0.0010766742843060716	0.03250482261557305	1.547641221148347	6.291744093254222	1.1136665800122132	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
78000	0.7103881055471742	0.4837460656034129	0.0	0.25	0.25	0.25	0.08873140512452624	0.9988756937162225	0.0010773763681306994	0.033137398779400196	1.42764297877751	7.913295364939439	0.8862963658559305	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
79000	0.4532641976255214	0.039241611578029065	0.0	0.25	0.25	0.25	0.10616494008389803	1.0001401204504552	4.1531493837708505E-5	0.006432526448781574	3.720564717550449	12.68737497882978	1.0223243796342139	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
80000	0.3558637764899224	2.2995939844568714	0.0	0.25	0.25	0.25	0.10109249141984293	0.9966643763055376	9.580243809098779E-4	0.031231020091295043	4.045970428710412	17.22116848932216	0.8927792344229974	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
81000	5.132994061440153	0.43200691965047744	0.0	0.25	0.25	0.25	0.09990087312609466	1.0008506272462057	0.0023321377350143226	0.047628238076292934	0.14258886300813767	0.46705580729567503	1.1672891294142327	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
82000	2.5217066311236707	1.426819207015962	0.0	0.25	0.25	0.25	0.11229829878648043	0.9987336184663606	1.778757118608528E-4	0.013388552109057069	0.6869212654849848	2.085491100696241	0.9537992582058444	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
83000	0.15824613025669038	0.0329921310662465	0.0	0.25	0.25	0.25	0.10624291012951739	0.9901373106192198	0.0010537545829069834	0.032768656522247246	12.140791913346408	45.43041786578715	0.8875497665859079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
84000	3.393910294823515	0.17321058706524423	0.0	0.25	0.25	0.25	0.10506117217094094	0.993295658335247	0.0015612507603297752	0.039968560173725444	0.6139807689733221	2.0301312084277225	0.8631241105089823	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
85000	0.754514216440074	1.4406275263984567	0.0	0.25	0.25	0.25	0.09769946183865584	1.0221613837930414	0.0027604656301727978	0.051755161426819005	2.739512392119706	8.467080271533913	1.1820043613820108	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
86000	1.0002742159815667	0.16475322180913768	0.0	0.25	0.25	0.25	0.10593093379479579	0.9996036472500452	4.403709482972348E-5	0.006648781933324037	2.051676596846801	7.009598083303376	0.9770120653829736	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
87000	0.16628741060706392	7.242433314506461	0.0	0.25	0.25	0.25	0.09981565977350626	0.9935629397857972	8.567549370019116E-5	0.009280904399278846	19.755439323915763	62.48115811575009	0.967935909113117	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
88000	1.3624724211761527	0.9479362337290312	0.0	0.25	0.25	0.25	0.11238627684495359	0.9876492088488797	6.855596778356349E-4	0.026382605838787966	1.6032675018589042	6.985041130550232	0.9092987534042248	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
89000	0.7479053344324258	1.2756272155366981	0.0	0.25	0.25	0.25	0.09173013770092787	0.9810756931200135	0.002499371786155993	0.0507257891708191	0.9184494061240714	4.26656346414008	0.8268166825763177	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
90000	1.039370947182516	0.7814956011960937	0.0	0.25	0.25	0.25	0.1110399800524618	0.9999735393732183	2.9102642927414607E-4	0.017143924618959954	2.1670048764983894	7.899871812468389	0.9409041697639355	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
91000	0.995392506862754	1.0467392506361783	0.0	0.25	0.25	0.25	0.0900735879713572	0.9944149643507697	1.38927588032317E-4	0.011826996635877062	1.6838592567247286	5.314836021951223	0.9591694837604543	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
92000	0.30707881382485086	0.13373248759902742	0.0	0.25	0.25	0.25	0.08733687636971971	0.9828912501873347	0.0030639183410993824	0.05625151193624083	3.786074333545547	13.834149033805655	0.8082527181595719	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
93000	8.601532764012054	1.1317360210270626	0.0	0.25	0.25	0.25	0.1063152638459776	1.0165871158610642	0.004158871158928873	0.06331068948221381	0.24608713843214933	1.0667999356486848	1.2233975243979809	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
94000	4.0388431310254465	0.5224329475999737	0.0	0.25	0.25	0.25	0.0965940796848076	0.998997731265521	2.1698663267365052E-4	0.014793372281443814	0.21002007136583056	0.9359349662930232	0.9489721684559905	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
95000	0.6523908607915031	1.2841770926815983	0.0	0.25	0.25	0.25	0.111056607850099	1.0014858664495476	9.485225989223598E-5	0.009711907765774443	1.198030235272094	4.425333070074453	1.0337376217108858	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
96000	0.5749424309286794	0.21296693179852652	0.0	0.25	0.25	0.25	0.09473683392880305	0.9988364359769334	5.567288133841177E-5	0.007477532294656667	2.071047225789908	7.119420355424812	0.9741528613564104	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
97000	2.5288065386292966	1.5292596001626122	0.0	0.25	0.25	0.25	0.11130261067643028	1.003432321676932	3.8944946933208084E-4	0.019622686592755678	1.1049101687098217	3.5979275691187462	1.0683622237203045	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
98000	1.473194218915696	0.1545551799410049	0.0	0.25	0.25	0.25	0.10770438556590188	1.0036464141970574	9.839316266619241E-4	0.03108619672883083	0.7714997160173104	2.652713993050987	1.108660846306032	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
99000	0.6560177842244705	2.426023579036105	0.0	0.25	0.25	0.25	0.10035893730347159	0.9970662788901701	2.754694604466732E-4	0.016677176702286228	2.228847145523795	7.338155460031997	0.9425053608989492	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
100000	9.090399530305929	1.048157978293383	0.0	0.25	0.25	0.25	0.09281479113679285	0.9870183159921997	2.8043262056945455E-4	0.0168274697253865	0.22900678466248064	0.9047738241100378	0.9419897298158899	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
101000	13.911163635293574	13.924529793532454	0.0	0.25	0.25	0.25	0.10816668701715838	1.0076783999662642	5.980727576924525E-4	0.024284087688128387	0.07507305594637248	0.3223218281344459	1.0847164275232934	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
102000	2.5938535266417877	0.4288309378096892	0.0	0.25	0.25	0.25	0.10885332449350994	1.000000051826428	1.1981890643794175E-9	3.4614521794268564E-5	0.6164347875272811	2.743469890569431	1.0001199094190318	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
103000	0.5470209605986494	0.14291586006189677	0.0	0.25	0.25	0.25	0.10920123009207414	1.004488527238103	2.7998985809890467E-4	0.016652459914030877	2.612154619000559	9.5036474225035	1.0579644571887536	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
104000	0.43896414314791576	0.1633652925225401	0.0	0.25	0.25	0.25	0.08461762916511399	0.9977268390312265	1.0802236764525341E-5	0.0032897969388799328	7.864985808901702	27.30514973602959	0.9886146216060113	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
105000	0.29409416423497686	0.04528632505965102	0.0	0.25	0.25	0.25	0.09771254363751491	1.0024608699971678	5.634781086796123E-4	0.02357613877089791	2.6264281509303884	11.218672118702004	1.0822297835589718	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
106000	0.21681827772837406	0.01907955518822074	0.0	0.25	0.25	0.25	0.09102477346370212	1.0001123350790972	1.0873987327099077E-4	0.01039654496887377	16.59924800973225	49.67298094878877	1.0361231017390795	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
107000	3.3953334989624833	0.32011839009608806	0.0	0.25	0.25	0.25	0.08529093570321722	0.9993409333971763	1.2748246026084858E-5	0.003574152499001983	0.8443059059326473	3.020223020375826	0.9876315339547291	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
108000	0.4344909325561847	0.07280941534576399	0.0	0.25	0.25	0.25	0.0982931406647364	0.9961021299698081	2.6934613143638994E-4	0.016489891732495886	2.2082183551710597	10.714386753363469	0.9431479676947545	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
109000	0.968496297579717	0.8276353213827967	0.0	0.25	0.25	0.25	0.1025290513732216	0.9996993645306427	6.52385226507651E-6	0.0025560679508391426	1.72162297757535	7.536175060701801	0.9911520495491375	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
110000	0.9139084355199185	0.2496782117944455	0.0	0.25	0.25	0.25	0.10074459653605289	1.0217217705203094	0.0015587416891438188	0.039036003461294516	1.0901461223268842	3.6624868742315457	1.1367658592987513	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
111000	3.5196689793256155	0.1723490049557087	0.0	0.25	0.25	0.25	0.10185321100683568	1.0042431292416627	5.540301972196481E-4	0.023378990708752264	0.551701146049298	1.6380774581708102	1.0815374905588575	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
112000	1.1402534734548861	0.7308304387667925	0.0	0.25	0.25	0.25	0.1025811229243278	0.9978431080983419	0.0012237383005028058	0.03533883768738203	0.8069669948272848	2.711502549121456	0.8788188974879595	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
113000	2.0372801109241054	1.3902899671363946	0.0	0.25	0.25	0.25	0.09555964275190153	1.0236236273796901	0.0011298293844055358	0.03328991545567462	0.7256893116417649	3.3799132731638775	1.1164386216547861	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
114000	0.13552218243384787	0.16129418798434084	0.0	0.25	0.25	0.25	0.10713090867688284	0.9973797894042205	2.0412353068617262E-4	0.01434635006494664	22.05253145856742	95.69273439427893	0.9505077544636125	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
115000	1.3424279287873997	0.07044813647358693	0.0	0.25	0.25	0.25	0.09175607800947584	0.9958014308241744	2.0722408365206785E-4	0.01445534997373857	0.6801744757011283	3.029345621679042	0.950133287617642	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
116000	1.2853729168860295	0.23665287582539624	0.0	0.25	0.25	0.25	0.10580405795497087	0.9921787332487706	1.6111144743788277E-4	0.012739648335699363	1.6295898060824454	8.050206142159574	0.9560302675780874	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
117000	15.025126825084259	0.12341619941617402	0.0	0.25	0.25	0.25	0.11423089981719114	1.0332065792675846	0.004261479191449368	0.06407257664547053	0.19587271414950558	0.7629267254925609	1.2261365744354336	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
118000	0.7733178561527216	1.1260989690691778	0.0	0.25	0.25	0.25	0.13708824359882535	0.9959893587312676	2.7229181547911446E-5	0.005226031073421469	1.6923201334198903	6.178408716510361	0.9819237675779786	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
119000	1.1663566195229007	0.1491676893709074	0.0	0.25	0.25	0.25	0.10179508502939517	0.9827691492762235	0.0027483111408252276	0.053229897410209816	0.6474560671941327	2.7896283474471995	0.818396768503689	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
120000	4.105953555248304	0.15750799858381817	0.0	0.25	0.25	0.25	0.09485696132229883	0.9944274295675276	8.953577558957298E-5	0.009488252120864508	0.5278675324653275	2.293631785216951	0.9672215115193687	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
121000	5.187301992178873	0.081840265320559	0.0	0.25	0.25	0.25	0.1025866857232665	0.9959820336090063	6.691742558791136E-5	0.008199670303664659	0.20159679033882813	0.908447651828358	0.9716625846793513	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
122000	0.27979085286755156	0.6227468832879687	0.0	0.25	0.25	0.25	0.10835562763278737	1.0043666676038534	4.428651753423026E-4	0.020917289877223508	7.5534979473349475	24.182191524358192	1.0728998086698973	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
123000	4.998416609022805	0.0635024384555896	0.0	0.25	0.25	0.25	0.08970912240543193	0.9958652477130258	2.6105887091399727E-4	0.016233030680473038	0.15130668944387538	0.6965795351079391	0.9440294144128546	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
124000	0.2197331965700968	0.8069934556677201	0.0	0.25	0.25	0.25	0.10016206204675787	0.9961853928013272	8.017120609273177E-4	0.02854786192043199	7.656217124177312	29.19085849757724	0.9019156244291283	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
125000	1.024820785977668	0.24524675057032946	0.0	0.25	0.25	0.25	0.08904356275504666	0.980486950881933	0.002858027704475688	0.05429849848065562	2.0837357934471576	10.29047275182225	0.8148073099344678	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
126000	4.6467743731529145	0.38247273318297914	0.0	0.25	0.25	0.25	0.09434701430530858	0.9787472447468949	0.0013818510683814673	0.03757649057166718	0.22589240824421886	1.065570859519443	0.8712280588770301	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
127000	0.8705875779283365	0.5496838191028572	0.0	0.25	0.25	0.25	0.08738661659836622	1.0014550682443153	3.4205240500175346E-5	0.005838667083379693	2.2719982355887614	7.998724636288653	1.0202598836621068	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
128000	0.24452296793080686	0.10127518602044758	0.0	0.25	0.25	0.25	0.1115120740346442	1.000345829395564	7.792264548650029E-4	0.02769148283248782	5.137892929885141	18.898100805924653	1.096699107846867	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
129000	0.5777909154498932	0.1982551472174863	0.0	0.25	0.25	0.25	0.10610492644057033	0.978215607128826	9.505760380671E-4	0.031108285068389883	1.754790813218919	8.603277783396681	0.8931968518403826	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
130000	0.7215127808743177	0.5788431152239282	0.0	0.25	0.25	0.25	0.10904222499303487	1.0000447761437359	6.211023039969626E-5	0.007863115422179573	4.766788570859798	11.844798839255354	1.0273006000812501	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
