#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:ratites" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="BirthRate.t:ratites" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:ratites">
#                <taxonset id="TaxonSet.ratites" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:ratites" name="distribution" x="@BirthRate.t:ratites">
#            <LogNormal id="LogNormalDistribution1" meanInRealSpace="true" name="distr">
#                <parameter id="RealParameter" lower="0.0" name="M" upper="0.0">2.0</parameter>
#                <parameter id="RealParameter1" lower="0.0" name="S" upper="0.0">1.0</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="FrequencyPrior.t:ratites" name="distribution">
#            <parameter dimension="4" id="freqParameter.t:ratites" name="x">0.25</parameter>
#            <Dirichlet id="Dirichlet1" name="distr">
#                <parameter dimension="4" id="RealParameter2" lower="0.0" name="alpha" upper="0.0">0.3 0.3 0.3 0.3</parameter>
#            </Dirichlet>
#        </prior>
#        <prior id="KappaPrior.t:ratites" name="distribution">
#            <parameter id="kappa.t:ratites" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistribution0" meanInRealSpace="true" name="distr">
#                <parameter id="RealParameter3" lower="0.0" name="M" upper="0.0">1.0</parameter>
#                <parameter id="RealParameter4" lower="0.0" name="S" upper="0.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="RatePrior.t::ratites" name="distribution">
#            <parameter dimension="12" id="rates.c:ratites" lower="0.0" name="x" upper="5.0">1.0</parameter>
#            <LogNormal id="LogNormalDistribution2" meanInRealSpace="true" name="distr">
#                <parameter id="RealParameter5" lower="0.0" name="M" upper="0.0">1.0</parameter>
#                <parameter id="RealParameter6" lower="0.0" name="S" upper="0.0">0.1</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:ratites" name="distribution">
#            <parameter id="ucldStdev.c:ratites" lower="0.0" name="x">0.2</parameter>
#            <LogNormal id="LogNormalDistribution3" meanInRealSpace="true" name="distr">
#                <parameter id="RealParameter7" lower="0.0" name="M" upper="0.0">0.1</parameter>
#                <parameter id="RealParameter8" lower="0.0" name="S" upper="0.0">0.1</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	BirthRate	kappa	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
19000	-4.81716778316332	NaN	-4.81716778316332	NaN	8.484468773520149	27.26524502410908	-15.145357853835133	0.25329635451649035	0.2790868467068469	0.09316264162265576	1.0408576172796866	0.014332681537883031	0.11689071927790821	0.2595095346312848	0.2648892042877015	0.23369912181208896	0.2419021392689246
20000	-4.161472769291654	NaN	-4.161472769291654	NaN	2.2582940022586238	11.804394388244553	-10.471218095704005	0.3426205984325694	0.19688499826056918	0.10824249130254306	0.9604529370379696	0.02695518856760306	0.16234136267139454	0.26781408088382846	0.26300500657798415	0.22727877326926266	0.2419021392689246
21000	4.074730304296088	NaN	4.074730304296088	NaN	2.583772219870254	8.653694633998763	-8.559713268000863	0.4794486055670752	1.5063599309829836	0.08995029021038006	0.9638961791902753	0.006550643342098136	0.08279330533829986	0.26781408088382846	0.2322066628489778	0.24077168270798108	0.2592075735592125
22000	14.777466355540671	NaN	14.777466355540671	NaN	0.16054664832688822	0.770704517582106	6.143754812436532	6.078197292975259	0.3377428342307553	0.07828588460043504	0.9990344712659184	0.008255908164281707	0.09060528161925265	0.2560891999941834	0.2794061741961617	0.25176369003571086	0.21274093577394382
23000	4.513204457057213	NaN	4.513204457057213	NaN	1.9606051321059084	7.247051928144881	-7.15109660650837	0.7652939719218655	0.04927767620022864	0.10221663675635857	1.0411160904580112	0.013591417160344	0.11485027604228619	0.2410849119365293	0.2821315423274336	0.25176369003571086	0.225019855700326
24000	-6.851339132886991	NaN	-6.851339132886991	NaN	3.086006696561299	9.932165625772093	-15.589824369328698	1.9832903035894212	0.675716743289742	0.12482293121867302	0.9003395469147629	0.007517807270318372	0.09163369617857979	0.23507867925965387	0.26149096307614317	0.2256108761840236	0.27781948148017915
25000	6.693865085588576	NaN	6.693865085588576	NaN	1.9144912631465614	7.379337632935455	-7.422088155984698	0.6295843344321979	0.48806627794177687	0.11449248779218794	0.9921967769706358	0.006016891924214835	0.0779218754635654	0.24149054469665557	0.22497978698057677	0.31265437965918624	0.22087528866358122
26000	13.752017111115961	NaN	13.752017111115961	NaN	0.488165940746234	1.917941512641448	-0.8695648757956157	1.3186035696818292	0.09387747794984092	0.10551606938627305	0.9504442846129991	0.0056275537016854974	0.07877033529580191	0.24149054469665557	0.21558689690509736	0.31265437965918624	0.23026817873906064
27000	5.613877343394549	NaN	5.613877343394549	NaN	0.635024307393621	2.2819835556677366	-0.7680412721721899	3.9454071090614473	0.1216300758442884	0.1015180830409368	1.0451213833405042	0.01786046374669811	0.1266297443873278	0.24149054469665557	0.22651196118733086	0.20108328561148556	0.3309142085045279
28000	10.018250852583632	NaN	10.018250852583632	NaN	0.5506677347776634	2.1565990133665403	-0.19773570846385446	3.8217568637171984	0.24839070380389017	0.09494003545765498	1.0277976136906437	0.01250992750861984	0.11081897525024267	0.24149054469665557	0.22433035805627946	0.2579664582035343	0.27621263904353055
29000	7.454282435409076	NaN	7.454282435409076	NaN	0.9672280968339757	4.185590805623697	-4.064281942260205	1.0759360030763676	0.01385713136559215	0.10015887615607315	0.9647136827534681	0.010712273169935872	0.10560510357445449	0.16728908360694458	0.1974161241081943	0.3089513106246779	0.3263434816601831
30000	13.61816673242059	NaN	13.61816673242059	NaN	0.5298347988249564	2.3986912612686786	-0.5334328548161333	2.7790698645041045	0.29705019686540984	0.09366413358930091	0.9551563566971653	0.006788412025337045	0.08637876873570846	0.18719595518000934	0.3748862748872092	0.42368353086060234	0.014234239072179022
31000	2.260950007420119	NaN	2.260950007420119	NaN	2.0445673791501515	9.276099490919961	-8.856627449217749	0.4799117399400067	0.6804720974887293	0.11896085565333428	0.9785412929018521	0.013480260395579778	0.1188575053749021	0.1790149583553044	0.3748862748872092	0.44223396844474694	0.003864798312739363
32000	15.023445646668696	NaN	15.023445646668696	NaN	0.30356656198404725	1.4672064824487192	-0.4031319224972882	1.2780557164503392	0.19435103816190977	0.10501822272466299	0.9885272675129759	0.010072583981849847	0.10405111155424142	0.1790149583553044	0.3748862748872092	0.44223396844474694	0.003864798312739363
33000	9.9448109417979	NaN	9.9448109417979	NaN	0.8891320908827557	3.7064354532413737	-3.3182283762443685	2.083699733825877	0.42550346046659115	0.11044094295292402	1.0511199515720286	0.011277242245078253	0.10233133787955533	0.06207866412154241	0.44481291987317256	0.4892436176925456	0.003864798312739363
34000	14.610587199509169	NaN	14.610587199509169	NaN	0.29595673168568215	1.2931527530078832	2.7954165616559528	6.579598174258242	0.42356053984744924	0.11296620146533154	1.0277664073667694	0.011552621874652813	0.10794783548975918	0.0015571341927561669	0.4127426897086211	0.5213138478570971	0.0643863282415256
35000	12.519183475525622	NaN	12.519183475525622	NaN	1.3718591218709586	5.18246467882316	-5.128505085880389	1.1012829262610115	0.39483907028117665	0.09908873228648345	0.9422013061214692	0.0046790386235082545	0.07263767932238403	0.0015571341927561669	0.26978081862856873	0.590835457415876	0.13782658976279916
36000	8.677620235562419	NaN	8.677620235562419	NaN	2.5387409772466496	7.321809912323668	-7.408518470236105	0.6196685946881432	0.01063048364206743	0.11051744615867126	0.9883731265980101	0.008233546549658391	0.09284386318298321	0.07899986500783682	0.3128901092056473	0.6066720637772711	0.001437962009244828
37000	20.580110688175886	NaN	20.580110688175886	NaN	0.22069397591209025	0.7062450140314477	5.361351724788996	3.8405821256710704	0.020074097164556076	0.102637088372242	1.0022934586753733	0.008844701600184766	0.09532256501033141	0.054388181656361535	0.2208452672682377	0.7233285890661559	0.001437962009244828
38000	9.78263972755272	NaN	9.78263972755272	NaN	1.0908330756860876	4.059813177480865	-3.6743018322809635	1.3662480661478755	0.5211099487955898	0.09285795964437726	0.9650344921342487	0.015180209031933694	0.1236040133443233	0.054388181656361535	0.2208452672682377	0.7233285890661559	0.001437962009244828
39000	8.618678877240587	NaN	8.618678877240587	NaN	3.287847867527973	13.21820119522263	-10.824845378178964	0.5350880893937122	0.1720912509593367	0.10596746937675541	0.9843942488165381	0.004896987546569622	0.06799531339914909	0.07831796901267633	0.2757332231551456	0.6445108458229333	0.001437962009244828
40000	5.855131853783937	NaN	5.855131853783937	NaN	4.005357962704571	14.84791511018822	-12.67834324795627	0.7225760143635811	0.22100085708667722	0.11247336509733777	0.9679578910923048	0.006996009875658879	0.08581812352160414	0.07831796901267633	0.14765155324108745	0.7725925157369914	0.001437962009244828
41000	16.115901206747903	NaN	16.115901206747903	NaN	1.081076868984317	3.4734183908358793	-2.7376857109397	1.5991423910529496	0.2071269344564492	0.09221597806770278	0.9856735526117386	0.005933920309405579	0.07663151458349324	0.09150252405757806	0.14765155324108745	0.7594079606920897	0.001437962009244828
42000	11.210376984332475	NaN	11.210376984332475	NaN	0.8469742086162885	3.909888715429875	-3.940771085749059	2.2572965980212327	0.2071269344564492	0.0891626258939748	1.039264654873302	0.012232703938644663	0.10789127783302788	0.05545637660975237	0.18369770068891314	0.7594079606920897	0.001437962009244828
43000	13.898582195992025	NaN	13.898582195992025	NaN	0.5151620428675251	1.8702231487059975	0.9016017514915213	3.8053241642833284	0.0472611029555733	0.09868512319116025	0.9019144532101248	0.00648838354255095	0.08769445959498853	0.13609615492151939	0.18369770068891314	0.6787681823803227	0.001437962009244828
44000	16.451221263487625	NaN	16.451221263487625	NaN	1.269366097664553	4.328963269968777	-4.4798949079875	0.9213899252670142	0.4346367518994766	0.11731185298085303	1.0046821598279287	0.007535843919338369	0.08572360433167654	1.0536239687554492E-4	0.3125987927950036	0.685857882798876	0.001437962009244828
45000	11.439040712642424	NaN	11.439040712642424	NaN	2.3493366296916434	8.350854798725436	-9.249197269759655	0.3469029748009542	0.25036186971343616	0.11346366402462572	0.9745240286196815	0.010177389891776014	0.10339719527973369	1.0536239687554492E-4	0.3215948832459134	0.6768617923479663	0.001437962009244828
46000	13.083576652451999	NaN	13.083576652451999	NaN	2.381021884310688	11.116863770022825	-10.099676496532407	0.7613128023992828	0.48111668029016896	0.09422291746310166	0.9576814751418179	0.004628520574750532	0.07131408616835336	1.0536239687554492E-4	0.43107329521679394	0.5673833803770858	0.001437962009244828
47000	18.086550383277576	NaN	18.086550383277576	NaN	0.7592677808295472	2.287508508074614	-0.21994597317329045	2.5100375392272714	0.2744996776441155	0.09928079287933853	1.0206922307604975	0.012865317834235578	0.1132981162933708	1.0536239687554492E-4	0.43107329521679394	0.5673833803770858	0.001437962009244828
48000	17.10915764554128	NaN	17.10915764554128	NaN	1.2645792506835452	5.040812135022858	-6.292398442572405	0.5616556871238324	0.6457828320886189	0.10473052501806161	0.9947674290304849	0.005173439924939644	0.07287146412710604	1.0536239687554492E-4	0.43107329521679394	0.5673833803770858	0.001437962009244828
49000	21.156793483997326	NaN	21.156793483997326	NaN	0.49097937750293985	1.8935417602498021	0.8952949743842109	2.8905024538307424	0.48116015003744605	0.09031427506631672	1.0193592258357944	0.00650729245745245	0.07860868862807707	1.0536239687554492E-4	0.43107329521679394	0.5673833803770858	0.001437962009244828
50000	20.79537635530327	NaN	20.79537635530327	NaN	0.9934387388817706	2.906138030687378	-1.6786362266881039	2.2714475870779562	0.29500375129346107	0.10574230149887413	0.9838042177633141	0.0059520595603062285	0.07776353053555643	1.0536239687554492E-4	0.43107329521679394	0.5673833803770858	0.001437962009244828
51000	19.396896914256313	NaN	19.396896914256313	NaN	0.36890115503037607	1.2303246548756626	3.1158257455744263	6.855474886366025	1.4869415624318665	0.11212618153925767	0.9791407839617247	0.00953371262838319	0.09939516653516206	1.0536239687554492E-4	0.30169245043868076	0.6977115504537598	4.90636710684038E-4
52000	22.682872243504043	NaN	22.682872243504043	NaN	0.10199090991530116	0.34097842878438395	9.37646935414837	7.173734204842299	0.17105940662390032	0.10276024914224693	0.9551518063182538	0.011287542853955336	0.11191390606605296	1.0536239687554492E-4	0.24742133806793282	0.6304466991222769	0.1220266004129148
53000	7.098847125693501	NaN	7.098847125693501	NaN	4.268854169579984	18.421988150498276	-12.731790900437689	0.3195628527496091	0.212958383977091	0.10756588086248439	0.9993519106120613	0.006091652904525635	0.07538529221660605	1.0536239687554492E-4	0.1326696205298097	0.6352558857455899	0.2319691313277249
54000	16.66328278542759	NaN	16.66328278542759	NaN	0.5881829841985626	2.7366160373539272	-1.3089366104104259	2.372406405120593	0.7613935673491411	0.08443653383250574	1.028064585771616	0.00856054441808763	0.09269678330445026	1.0536239687554492E-4	0.1326696205298097	0.8508928175798467	0.016332199493468147
55000	6.539259801299862	NaN	6.539259801299862	NaN	2.790396950703654	10.76709031431951	-9.522521856900457	0.596353303824779	0.8147527495239786	0.09612996846702754	0.9334421380326661	0.013851613342746049	0.12128351253254491	1.0536239687554492E-4	0.13816822653289937	0.845394211576757	0.016332199493468147
56000	14.923604083840178	NaN	14.923604083840178	NaN	1.7099403718759736	5.716092016059664	-5.717454952646969	1.1058507468338723	0.9432931445207289	0.10133083276084784	1.002227143033612	0.006157314372277272	0.07678196978872591	1.0536239687554492E-4	0.13816822653289937	0.845394211576757	0.016332199493468147
57000	15.639299765632348	NaN	15.639299765632348	NaN	0.5160284156618232	2.1253761332323067	-0.21882729659961475	4.05520317464856	0.3074091335025308	0.11036130438744994	0.993752141074095	0.0122551611457889	0.10888355187208355	1.0536239687554492E-4	0.13816822653289937	0.845394211576757	0.016332199493468147
58000	15.81967900361375	NaN	15.81967900361375	NaN	0.30041201730917333	1.558723595442616	1.9665569696597085	3.1276702420188007	0.29323355458884653	0.08926651414031112	1.03406242509835	0.016760439283522506	0.123498567593045	1.0536239687554492E-4	0.04878418593722293	0.9347782521724334	0.016332199493468147
59000	13.779073814098368	NaN	13.779073814098368	NaN	1.5188678902322459	7.059299010077724	-7.18471874732278	1.0945645377680724	0.7429023512936559	0.08306967145258186	1.0183779376814546	0.006525261916149636	0.08220344385337944	1.0536239687554492E-4	0.013707216866654007	0.9698552212430023	0.016332199493468147
60000	14.271908214002535	NaN	14.271908214002535	NaN	1.8109572895105874	4.640193978634678	-4.775757487587723	1.760729771429958	1.2267440110780865	0.08353872707742842	0.9911226583116939	0.008227956944125819	0.0927480878357986	1.0536239687554492E-4	0.013707216866654007	0.9698552212430023	0.016332199493468147
61000	7.51229618502812	NaN	7.51229618502812	NaN	2.235737095173831	9.676960134753548	-9.014445139536889	0.7673264388728565	4.674142878262434	0.08225435462840913	1.0453831286883701	0.005820288946087154	0.07356038674871608	1.0536239687554492E-4	0.031389616864128576	0.9521728212455277	0.016332199493468147
62000	7.960229169853006	NaN	7.960229169853006	NaN	2.485621761028077	8.590660211677099	-8.464913884436898	0.9482490050578193	3.681193816122632	0.09226690686293222	1.0261842194258786	0.010943495174254737	0.10511115062482954	1.0536239687554492E-4	0.031389616864128576	0.9521728212455277	0.016332199493468147
63000	12.641474212371929	NaN	12.641474212371929	NaN	1.1492323226893888	4.722765707774606	-4.877834302131587	0.9024902786234902	3.7466614495488155	0.10785060288027123	0.9687430518156075	0.008991840228632558	0.09645698214466385	1.0536239687554492E-4	0.031389616864128576	0.9521728212455277	0.016332199493468147
64000	20.914277590217836	NaN	20.914277590217836	NaN	0.4642297947763594	2.067549352159343	-0.423898305121466	1.6391866179797687	2.8843194824808105	0.10646498729426793	0.9752781397164185	0.0021826428997534716	0.04676806604131558	1.0536239687554492E-4	0.031389616864128576	0.9521728212455277	0.016332199493468147
65000	18.284756096454295	NaN	18.284756096454295	NaN	0.9302305316807881	3.1146122073032867	-2.1386619880004263	2.241797784744977	0.2623317506910634	0.09587301959500533	1.029423459655232	0.009419043590464617	0.09817364896369271	1.0536239687554492E-4	0.031389616864128576	0.9521728212455277	0.016332199493468147
66000	16.751787443717802	NaN	16.751787443717802	NaN	1.1665532479032004	4.392823773180911	-4.172973100584647	1.2075850189329187	0.7526946965974521	0.09619852116093697	0.9849457016918138	0.005445519926689049	0.07746058401794648	1.0536239687554492E-4	0.08442971924319255	0.8991327188664637	0.016332199493468147
67000	0.08814105082608803	NaN	0.08814105082608803	NaN	8.020687650640463	33.38244007794929	-18.019174128337326	0.35223316938093546	0.3352286389762124	0.09876663199910608	0.9625817883810012	0.012211445334038645	0.11752786676516809	1.0536239687554492E-4	0.08442971924319255	0.8991327188664637	0.016332199493468147
68000	6.792664292419095	NaN	6.792664292419095	NaN	1.8246693702721735	6.459660317030325	-8.046926756233358	1.7827209188567223	0.6696808948807558	0.10971955459023797	1.0232275284129422	0.016178977339099936	0.130936510351603	1.0536239687554492E-4	0.005722676666746848	0.8991327188664637	0.09503924206991385
69000	12.663687883676225	NaN	12.663687883676225	NaN	1.9378670153446926	6.3263982340258575	-6.58358848610302	0.693410970658611	0.8736592821412604	0.11298948645343396	0.9903556230740593	0.010774683533712229	0.10212079261425909	1.0536239687554492E-4	0.005722676666746848	0.9214491855675976	0.07272277536877994
70000	13.398997984369622	NaN	13.398997984369622	NaN	2.4417414691344055	9.08943943846592	-8.966596542113074	0.43117291560627685	0.18037120696251985	0.09289068181538117	1.0032643345584569	0.008912689901621172	0.09513532220278428	1.0536239687554492E-4	0.005722676666746848	0.9214491855675976	0.07272277536877994
71000	6.0978834179179	NaN	6.0978834179179	NaN	5.283808662932407	20.044753195386807	-13.482946144678388	0.3933520049318398	0.3849564869540569	0.0931779121568004	1.035130841000188	0.012370582139033815	0.10811684587913738	1.0536239687554492E-4	0.005722676666746848	0.9336545826330209	0.06051737830335663
72000	19.839563786710812	NaN	19.839563786710812	NaN	0.8503927924893838	4.104016823807603	-3.78253188222344	1.6810238022342978	0.2276924178221173	0.10693575710525739	1.0356660007540994	0.003926802694754475	0.06139568582018322	1.0536239687554492E-4	0.005722676666746848	0.9336545826330209	0.06051737830335663
73000	7.25930386395837	NaN	7.25930386395837	NaN	4.748087366114442	19.934062458860428	-14.737440684904193	0.5702456504707611	0.07386928583615393	0.08970032416236305	1.0342183317347566	0.008329979288757467	0.088992196928696	1.0536239687554492E-4	0.005722676666746848	0.9301240026066592	0.06404795832971842
74000	17.368334986423363	NaN	17.368334986423363	NaN	1.227484127027069	4.718351992600375	-4.596476517265614	1.42072441590101	0.08243405298767519	0.0975783007509596	1.0105725523736215	0.008251101721133443	0.09215153794204484	1.0536239687554492E-4	0.005722676666746848	0.9301240026066592	0.06404795832971842
75000	18.430097675701454	NaN	18.430097675701454	NaN	0.3841095017990129	1.5269948911645135	1.3060132410886887	2.1470332594549397	0.7341818211951169	0.11478525560193958	1.0345450215192697	0.007505286939505162	0.08431635312852523	1.0536239687554492E-4	0.1774098531346709	0.7584368261387351	0.06404795832971842
76000	15.303636847022672	NaN	15.303636847022672	NaN	1.0275727927453038	3.552435379446886	-2.958186064372061	2.021460304531521	1.2600391374961528	0.10139565157182902	0.9505276243010689	0.005010906348105051	0.07383371248845497	1.0536239687554492E-4	0.27697238732290863	0.6588742919504973	0.06404795832971842
77000	13.170603544913272	NaN	13.170603544913272	NaN	2.351264289451438	9.160128852830713	-8.601903911219992	0.7548197011304597	0.14792915963932599	0.0984838485067522	0.9405837148727013	0.004814098051680176	0.07192278588717407	1.0536239687554492E-4	0.27697238732290863	0.6588742919504973	0.06404795832971842
